drugA,drugB,cell_line,tissue,sensitivity_A,sensitivity_B,loewe_score,synergy_label
HER2 inhibitor,MCL-1 inhibitor,COLO-829,prostate,1.027951827748881,1.7141267769584942,13.950338588534368,1
Proteasome inhibitor,Heat shock protein inhibitor,U87,gastric,0.33374157692127565,0.35218082328368844,2.875600696415937,0
FLT3 inhibitor,Topoisomerase inhibitor,COLO-829,ovarian,1.7001037184423036,1.276332769311519,4.352535013145946,0
Proteasome inhibitor,JAK inhibitor,MOLT-4,colorectal,0.648726759385217,1.6125053389743549,5.656007649450295,1
NF-kappa-B inhibitor,MCL-1 inhibitor,Huh-7,bone,5.084415163802003,1.6892751848263605,11.906153123866364,1
MCL-1 inhibitor,STAT3 inhibitor,MV4-11,stomach,1.7502534522228945,0.4717160599164801,-1.250006350172237,0
NF-kappa-B inhibitor,DNA-PKcs inhibitor,Huh-7,esophageal,1.7970989874653651,2.7116963113171613,9.04519524458235,1
NF-kappa-B inhibitor,PDGFR inhibitor,NALM-6,melanoma,0.876776328331348,0.051044057304785444,-3.1827590056696495,0
KRAS inhibitor,EGFR inhibitor,K562,head and neck,0.1067790893983377,0.8764886141589814,-6.860683577048202,0
MET inhibitor,MCL-1 inhibitor,SUM-159,ovarian,0.06451704308120962,3.030189568652909,11.696112565375177,1
HER2 inhibitor,Heat shock protein inhibitor,MV4-11,urinary tract,1.1009880406268118,1.6597349437534448,-6.377406597159081,0
Heat shock protein inhibitor,PI3K inhibitor,ZR-75-1,esophageal,0.17671265973351363,0.6053543652284757,-2.3541524259465225,0
PARP inhibitor,PDGFR inhibitor,CCRF-CEM,renal,1.8671126336260515,2.374579614228945,-4.300600716103712,0
BCL-2 inhibitor,FLT3 inhibitor,K562,ovarian,4.2568099364629,1.6758416643098868,-3.2727215799604927,0
MET inhibitor,CTLA-4 inhibitor,HL60,ovarian,4.2897070903036285,3.181660325443592,4.709723293460744,0
BRAF inhibitor,Microtubule stabilizer,SUM-159,urinary tract,2.1520119562188165,2.656240999476924,-4.745914439960086,0
ATM inhibitor,EGFR inhibitor,OVCAR-3,soft tissue,0.4745656616187025,1.8837706026463972,-3.2172559095983813,0
DNA-PKcs inhibitor,CDK4/6 inhibitor,PC-3,urinary tract,3.9755024493082414,1.339555472520325,9.852556041472411,1
PD-L1 inhibitor,NF-kappa-B inhibitor,MV4-11,colorectal,4.344753549321048,0.2858527769504676,10.43405852198264,1
NF-kappa-B inhibitor,PD-L1 inhibitor,KG-1,pancreas,0.43793851401442185,0.6058161854653805,1.6311427188874195,0
TNF-alpha inhibitor,MEK inhibitor,Caco-2,gastric,2.674445317139281,1.086351493256763,-1.4397523739203208,0
JAK inhibitor,EGFR inhibitor,A549,colorectal,0.6752004821541354,1.8290809639429815,1.410572090658425,0
PD-L1 inhibitor,KRAS inhibitor,SK-MEL-2,esophageal,3.2454547788359833,1.4418914294526213,12.14119140924916,1
CTLA-4 inhibitor,mTOR inhibitor,SUM-159,head and neck,11.783527968204705,0.679873133665769,-1.4225684322596361,0
EGFR inhibitor,FLT3 inhibitor,SW480,gastric,0.06097203492404702,0.012970684466760604,-6.195362884879367,0
JAK inhibitor,Proteasome inhibitor,A549,gastric,4.553169418958063,1.371307540439471,-6.579072746499701,0
ALK inhibitor,Topoisomerase inhibitor,MOLT-4,soft tissue,1.9490611089151262,0.6726972564963659,-9.82710978920522,0
MCL-1 inhibitor,Topoisomerase inhibitor,HepG2,bone,7.252381723441355,2.653096867599448,9.691774960927717,1
PROTAC degrader,CDK4/6 inhibitor,K562,prostate,1.2510126440267877,0.048475276018500726,-5.3609783275045695,0
KRAS inhibitor,PDGFR inhibitor,ZR-75-1,liver,3.7597121426573454,1.7581238645753365,-8.246818591135915,0
IL-2 inhibitor,BCL-2 inhibitor,SK-MEL-2,renal,0.1288510680513687,5.676576474346846,4.787876606164062,0
Histone deacetylase inhibitor,Microtubule stabilizer,SW480,melanoma,0.8167759011420681,0.3833122180336847,-5.37051027214074,0
MEK inhibitor,BCL-2 inhibitor,A549,breast,0.1387356072830493,1.2759907444939356,-8.045140799465077,0
PI3K inhibitor,HER2 inhibitor,K562,prostate,7.405399713194938,0.19174906003761322,-7.013765307580634,0
Microtubule stabilizer,JAK inhibitor,A375,esophageal,3.396253106181459,1.9652986821289526,-1.184451574877853,0
STAT3 inhibitor,PARP inhibitor,JIMT-1,esophageal,3.8284973097342796,1.5993798143798408,-9.039347142028172,0
MCL-1 inhibitor,Histone deacetylase inhibitor,SK-MEL-2,esophageal,5.560120535585934,1.0463549367425338,2.9365119521173533,0
Heat shock protein inhibitor,PD-L1 inhibitor,Caco-2,pancreas,0.17788863937464178,1.473684185391598,4.42249518855721,0
PD-L1 inhibitor,MCL-1 inhibitor,NALM-6,breast,0.9742103574420438,4.5378105288617645,-6.298788689989287,0
KRAS inhibitor,BRAF inhibitor,PC-3,urinary tract,0.14736819271368207,0.43704424893109267,-3.2485709711371094,0
Topoisomerase inhibitor,TNF-alpha inhibitor,A431,liver,0.47345352761002546,0.045645971860001654,-9.667983234557544,0
Microtubule stabilizer,PD-L1 inhibitor,MDA-MB-231,stomach,0.5210828739528158,3.9561523316185414,-0.38934662909167805,0
BRAF inhibitor,PI3K inhibitor,A2780,prostate,1.2663903643399361,1.7213198575291382,-3.7911091292111667,0
PARP inhibitor,CDK4/6 inhibitor,A375,gastric,0.6254860967991647,4.426557719206009,-5.949123008476665,0
BRAF inhibitor,STAT3 inhibitor,JIMT-1,head and neck,0.21289578398062664,1.8173656084406764,5.751429531775866,1
MCL-1 inhibitor,MEK inhibitor,U87,renal,0.3666227067879234,3.323158816672084,-0.1896538351185928,0
IL-2 inhibitor,Topoisomerase inhibitor,PC-3,colorectal,0.3186376718259087,1.1230920710735472,-3.756744534515283,0
BCL-2 inhibitor,EGFR inhibitor,COLO-829,liver,7.229533665998486,2.771468486336635,-7.30511066455132,0
mTOR inhibitor,PI3K inhibitor,OVCAR-3,lung,2.848345608603109,4.8846478097401205,0.33663622230236,0
ATM inhibitor,MEK inhibitor,Caco-2,lung,6.869185622368582,1.6978388461896128,-1.523915754449595,0
Proteasome inhibitor,STAT3 inhibitor,NALM-6,renal,1.1587103712945028,0.3988177962125471,2.8800808239424427,0
Histone deacetylase inhibitor,Heat shock protein inhibitor,A431,ovarian,0.6524812655643751,0.6261299942546554,-8.237861516852607,0
PARP inhibitor,Topoisomerase inhibitor,MOLT-4,endometrium,3.2018802146369403,0.44290141221458934,1.7849990291668423,0
Heat shock protein inhibitor,PD-L1 inhibitor,HepG2,melanoma,0.7898039441005366,0.5670003976291037,0.1027518022588847,0
Heat shock protein inhibitor,PD-L1 inhibitor,MCF-7,liver,0.7115888739842574,0.7317642558294747,9.371481050450345,1
BCL-2 inhibitor,MCL-1 inhibitor,K562,gastric,0.5292492139763533,1.619963372815338,0.42231094807581115,0
PD-L1 inhibitor,EGFR inhibitor,Huh-7,liver,0.2777862896938434,1.7734232260072749,-3.3767906668025436,0
BRAF inhibitor,Heat shock protein inhibitor,MEWO,breast,0.5926736635124684,1.1119938033674175,13.713335923402825,1
MEK inhibitor,PDGFR inhibitor,MDA-MB-453,esophageal,0.8780016383423299,1.9112109539649484,-7.87582974073151,0
MET inhibitor,CTLA-4 inhibitor,CCRF-CEM,breast,2.241680262698221,0.17018990307420442,11.077627687434244,1
EGFR inhibitor,DNA-PKcs inhibitor,ZR-75-1,bone,0.12921537712732825,0.1837662393060301,-4.270299318055811,0
BRAF inhibitor,JAK inhibitor,RS4-11,bone,0.47272847054968303,0.377072360106581,4.352220058863166,0
ATM inhibitor,STAT3 inhibitor,ZR-75-1,liver,3.3112112595127976,1.459943924349577,-5.050376570645853,0
TNF-alpha inhibitor,BCL-2 inhibitor,A2780,pancreas,0.31780840824886575,0.4815834329438416,4.432788642377002,0
Topoisomerase inhibitor,JAK inhibitor,A431,soft tissue,0.8390625889351182,0.6661523493254228,8.672777012807092,1
ALK inhibitor,STAT3 inhibitor,HepG2,stomach,3.9999143640734847,1.022694306721135,-5.944251470340155,0
NF-kappa-B inhibitor,ATM inhibitor,U87,pancreas,0.3366605327033975,3.341202926503655,2.053126652396415,0
BCL-2 inhibitor,CDK4/6 inhibitor,SK-MEL-2,gastric,0.17272172767807925,0.027918225128475253,4.93406302705259,0
KRAS inhibitor,Histone deacetylase inhibitor,A431,stomach,1.325383367074683,2.096097796540102,-6.210054967430764,0
KRAS inhibitor,TNF-alpha inhibitor,K562,prostate,0.7202747518555784,2.210527910310044,-3.4483424601502053,0
ALK inhibitor,Microtubule stabilizer,COLO-829,breast,1.6575139865625435,3.2054786002018223,-2.1972889514986047,0
EGFR inhibitor,CDK4/6 inhibitor,CCRF-CEM,breast,3.257291316346257,5.398763929908591,11.141688503188927,1
ATM inhibitor,IL-2 inhibitor,HepG2,stomach,0.29502532626943795,0.040686758809052856,-9.771027405309553,0
Topoisomerase inhibitor,Histone deacetylase inhibitor,Huh-7,melanoma,1.7383328830727258,0.3339605696223046,-6.6980613370371,0
KRAS inhibitor,PI3K inhibitor,PC-3,pancreas,1.408451687456386,4.346121080061502,5.383638613557011,1
ATM inhibitor,STAT3 inhibitor,MCF-7,soft tissue,0.311153893622715,1.2268929846580694,-3.346004480227193,0
KRAS inhibitor,Histone deacetylase inhibitor,HepG2,liver,1.9563242155038065,1.6629372609793338,10.127498997939295,1
PI3K inhibitor,PDGFR inhibitor,SUM-159,endometrium,0.6394201891424889,2.175506150204313,3.098815350375089,0
PI3K inhibitor,DNA-PKcs inhibitor,MOLT-4,breast,1.338214219389978,2.2730433360437945,0.5736669909700414,0
PROTAC degrader,KRAS inhibitor,MEWO,melanoma,0.17170916382021603,5.3688744881094,11.67415530533831,1
